"age","years_study","major","level","work_status","gpa","credits_per_term","withdrawal_count","failed_courses","scholarship_status","family_income","monthly_expense","payment_status","absence_count","activity_participation","library_usage","distance_from_home","accommodation_type","commute_hours","academic_risk"
21,2,"Liberal Arts","Undergraduate","Not Working",2.21,17,0,1,"Partial",32101,9574,"Current",8,2,6,9,"Home",0.5,"Low Risk"
24,6,"Engineering","Undergraduate","Not Working",3.86,20,0,0,"Partial",73753,12762,"Current",0,3,8,195,"Apartment",0.7,"Low Risk"
20,4,"Liberal Arts","Undergraduate","Not Working",3.02,18,0,0,"Full",27325,13640,"Current",0,4,8,197,"Dormitory",1.5,"Low Risk"
18,2,"Business","Undergraduate","Not Working",2.54,19,0,0,"Full",7699,7551,"Current",3,1,5,127,"Dormitory",0.8,"Low Risk"
24,1,"Business","Graduate","Not Working",2.47,11,1,0,"None",23796,9742,NA,11,2,4,62,"Home",2.5,"Medium Risk"
18,1,"Business","Undergraduate","Not Working",2.58,12,0,0,"Partial",28030,13174,"Delayed",4,3,7,33,"Apartment",0.8,"Low Risk"
20,4,"Business","Undergraduate","Not Working",3.57,19,0,1,"Partial",7752,9524,NA,0,2,8,33,"Home",1.3,"Low Risk"
22,2,"Liberal Arts","Undergraduate",NA,1.77,19,2,0,"None",17631,9537,"Delayed",9,2,4,299,"Dormitory",1.4,"Medium Risk"
25,3,"Business","Graduate","Working",1.83,10,3,1,"None",35057,8914,NA,18,0,4,111,"Apartment",0.3,"Medium Risk"
20,2,"Liberal Arts","Undergraduate","Not Working",3.18,16,0,0,"None",20443,5000,NA,6,3,6,202,"Dormitory",0.8,"Low Risk"
23,1,"Business","Undergraduate","Not Working",2.22,21,0,0,"None",122851,11177,"Current",5,3,4,15,"Home",0.6,"Low Risk"
20,4,"Medicine","Undergraduate","Not Working",3.18,20,0,0,"None",90867,14236,"Current",0,3,7,102,"Apartment",0.4,"Low Risk"
18,5,"Liberal Arts","Undergraduate","Not Working",0.41,19,1,0,"None",7758,9879,NA,12,1,2,113,"Dormitory",0.6,"High Risk"
21,2,"Science","Undergraduate","Not Working",3.17,13,1,0,"None",30282,12953,"Current",0,4,10,41,"Apartment",0.4,"Low Risk"
21,2,"Liberal Arts","Undergraduate","Not Working",3.6,20,0,0,"None",79650,9324,"Current",1,3,NA,78,"Home",3.1,"Low Risk"
22,1,"Business","Undergraduate",NA,3.6,13,0,0,"None",NA,8845,NA,2,3,6,78,"Apartment",1.3,"Low Risk"
18,4,"Business","Undergraduate","Not Working",2.35,20,0,0,"None",37867,10119,"Current",2,2,7,30,"Home",1.2,"Low Risk"
19,2,"Liberal Arts","Graduate","Not Working",0.48,8,1,4,"None",105947,12156,"Current",16,1,NA,71,"Apartment",1.3,"High Risk"
21,4,"Science","Undergraduate","Not Working",3.8,19,0,0,"Partial",17791,12361,"Current",0,2,10,6,"Home",0.5,"Low Risk"
19,2,"Science","Graduate","Working",1.24,14,2,1,"None",117084,11911,"Current",15,1,4,92,"Apartment",0.3,"Medium Risk"
20,3,"Business","Graduate","Not Working",0.79,11,2,1,"None",93522,11734,"Current",18,1,NA,267,"Apartment",1.4,"High Risk"
21,3,"Liberal Arts","Undergraduate","Not Working",3.27,14,0,1,"None",NA,10928,NA,2,2,8,41,"Home",1.6,"Low Risk"
23,4,"Liberal Arts","Undergraduate","Not Working",1.49,17,2,3,"None",28878,12520,NA,15,3,2,70,"Home",2.8,"High Risk"
19,5,"Liberal Arts","Undergraduate",NA,0.48,12,4,1,"None",40246,8749,"Current",21,0,2,74,"Apartment",0.2,"High Risk"
24,2,"Science","Undergraduate","Working",0.71,9,1,2,"None",22262,13329,"Current",24,0,NA,8,"Home",0.5,"High Risk"
20,4,"Engineering","Undergraduate","Not Working",2.67,16,1,0,"None",74712,11322,"Current",5,2,8,231,"Dormitory",1.5,"Low Risk"
20,4,"Science","Undergraduate","Not Working",2.85,21,1,0,"None",120737,13180,"Current",0,4,NA,8,"Home",0.5,"Low Risk"
18,4,"Liberal Arts","Undergraduate","Working",1.88,15,0,0,"None",43275,9696,"Current",10,2,2,25,"Home",1,"Medium Risk"
18,4,"Business","Undergraduate","Not Working",2.46,19,0,0,"None",98687,10705,"Current",0,4,4,94,"Apartment",0.9,"Low Risk"
22,3,"Engineering","Undergraduate","Working",0.79,13,0,0,"None",30109,11963,"Delayed",17,0,2,7,"Home",0.5,"Medium Risk"
18,2,"Science","Graduate","Not Working",1.05,7,2,1,"None",NA,15339,NA,13,4,2,121,"Dormitory",0.7,"High Risk"
21,5,"Business","Undergraduate","Not Working",1.15,15,1,1,"None",NA,10976,NA,16,0,4,467,"Dormitory",1.4,"High Risk"
23,2,"Medicine","Undergraduate","Not Working",3.34,19,0,0,"None",16000,16435,NA,0,2,9,19,"Home",0.8,"Low Risk"
19,3,"Business","Undergraduate","Not Working",2.76,13,1,0,"Full",127570,10862,"Current",6,3,5,109,"Apartment",0.9,"Low Risk"
22,3,"Business","Graduate","Not Working",2.65,7,0,0,"None",29983,7440,"Current",0,3,8,121,"Dormitory",0.2,"Low Risk"
20,4,"Science","Graduate","Not Working",3.25,7,0,0,"None",16296,13409,"Delayed",4,2,8,221,"Dormitory",1.4,"Low Risk"
18,2,"Science","Graduate","Not Working",1.85,11,2,2,"None",58581,14389,"Current",7,2,NA,137,"Dormitory",1,"Medium Risk"
24,4,"Science","Graduate","Working",1.59,10,2,0,"None",81060,12237,NA,18,0,NA,194,"Apartment",1.3,"Medium Risk"
19,3,"Liberal Arts","Undergraduate","Not Working",3.76,16,0,1,"Partial",43890,8528,"Current",0,3,7,49,"Apartment",0.8,"Low Risk"
18,4,"Science","Undergraduate","Working",1.51,15,2,1,"None",NA,11142,NA,15,2,4,61,"Apartment",1.3,"High Risk"
26,4,"Medicine","Undergraduate","Not Working",1.85,15,1,1,"None",18483,15345,"Delayed",7,3,NA,540,"Dormitory",1.5,"Medium Risk"
26,2,"Business","Undergraduate","Not Working",2.44,13,0,0,"Partial",NA,9389,NA,5,3,4,800,"Dormitory",0.6,"Medium Risk"
18,3,"Liberal Arts","Undergraduate","Working",2.39,15,0,0,"None",26108,8997,"Delayed",10,0,3,5,"Home",0.5,"Low Risk"
23,2,"Science","Graduate","Not Working",2.5,12,1,1,"None",56860,11296,"Current",3,3,7,132,"Apartment",1.4,"Low Risk"
25,1,"Engineering","Undergraduate","Not Working",1.29,16,3,2,"None",45997,13151,"Current",11,5,NA,218,"Dormitory",1.2,"Medium Risk"
24,1,"Medicine","Undergraduate","Not Working",1.22,13,0,2,"None",28659,15281,NA,9,2,3,110,"Dormitory",1.1,"Medium Risk"
22,2,"Science","Undergraduate","Not Working",3.25,20,0,0,"None",30166,12404,"Current",0,1,7,396,"Dormitory",0.6,"Low Risk"
27,6,"Engineering","Undergraduate","Not Working",2.66,12,0,0,"None",24106,12259,"Delayed",7,2,6,107,"Dormitory",0.8,"Low Risk"
19,4,"Liberal Arts","Undergraduate",NA,0,18,2,1,"None",52034,8763,"Current",14,1,NA,27,"Home",1.1,"High Risk"
22,1,"Science","Undergraduate","Not Working",3.64,17,0,0,"None",120355,11000,"Current",0,3,NA,66,"Apartment",1,"Low Risk"
21,1,"Medicine","Undergraduate","Not Working",1.71,14,2,0,"None",38184,14940,NA,9,2,4,226,"Dormitory",0.4,"Medium Risk"
25,2,"Engineering","Undergraduate","Not Working",2.31,16,0,0,"None",44069,8018,"Current",8,2,5,31,"Apartment",0.8,"Low Risk"
20,3,"Business","Graduate","Not Working",2.51,8,1,1,"Partial",31416,7803,NA,2,2,NA,123,"Apartment",0.7,"Medium Risk"
18,1,"Liberal Arts","Graduate","Not Working",2.44,8,0,0,"None",NA,10671,NA,3,3,4,337,"Dormitory",1,"Low Risk"
22,2,"Science","Undergraduate","Not Working",3.15,20,0,0,"None",34633,12993,"Current",2,3,6,29,"Home",1.2,"Low Risk"
25,2,"Science","Undergraduate","Not Working",3.12,19,2,0,"None",57779,12200,NA,0,4,NA,93,"Apartment",1.2,"Low Risk"
19,3,"Medicine","Graduate","Not Working",2.86,8,0,0,"Full",15494,14720,"Current",0,3,3,251,"Dormitory",0.7,"Low Risk"
20,1,"Liberal Arts","Undergraduate","Working",2.53,11,1,0,"None",24741,8698,"Current",7,1,6,41,"Apartment",0.3,"Low Risk"
20,3,"Science","Undergraduate","Not Working",3.17,14,1,0,"None",138125,11477,"Current",0,3,6,28,"Home",1.1,"Low Risk"
18,4,"Liberal Arts","Undergraduate","Working",1.75,13,1,1,"None",116453,9514,"Current",17,0,NA,190,"Apartment",0.6,"Medium Risk"
18,1,"Engineering","Undergraduate","Not Working",2,12,1,2,"None",NA,11340,"Delayed",6,3,6,39,"Apartment",0.5,"Medium Risk"
19,6,"Liberal Arts","Undergraduate","Working",2.91,15,0,1,"None",83508,6740,"Current",7,1,7,135,"Apartment",0.6,"Low Risk"
22,2,"Science","Undergraduate","Not Working",2.42,16,1,1,"Full",62270,12042,"Current",5,3,7,29,"Home",1.2,"Low Risk"
22,4,"Liberal Arts","Undergraduate","Not Working",2.33,12,3,0,"None",82565,10113,"Current",4,2,4,137,"Apartment",0.7,"Low Risk"
20,6,"Business","Undergraduate","Not Working",1.18,16,1,1,"None",NA,8288,NA,8,3,3,57,"Apartment",0.8,"Medium Risk"
24,1,"Business","Undergraduate",NA,2.15,13,1,2,"None",NA,7334,NA,3,3,5,5,"Home",0.5,"Low Risk"
21,4,"Science","Undergraduate","Working",2.73,12,0,0,"None",28126,14948,"Current",12,1,7,43,"Home",1.7,"Low Risk"
19,3,"Engineering","Graduate","Not Working",2.89,9,0,0,"None",17624,13114,"Delayed",2,2,6,95,"Apartment",0.7,"Low Risk"
21,4,"Science","Undergraduate","Working",1.9,10,0,0,"None",82173,12039,"Current",18,1,6,52,"Home",2.1,"Medium Risk"
24,4,"Liberal Arts","Undergraduate","Working",1.37,15,4,4,"None",30935,8370,"Current",20,0,3,516,"Apartment",1.1,"High Risk"
23,3,"Science","Undergraduate","Not Working",3.03,17,0,0,"None",21219,12497,"Delayed",1,2,7,20,"Home",0.8,"Low Risk"
20,5,"Business","Undergraduate",NA,1.66,14,3,1,"None",NA,12230,NA,11,2,2,85,"Home",3.4,"High Risk"
19,2,"Engineering","Undergraduate","Working",4,12,0,0,"None",66678,11606,"Current",7,0,6,21,"Home",0.8,"Low Risk"
25,1,"Engineering","Undergraduate","Not Working",2.26,17,1,0,"None",53723,11486,NA,5,1,6,16,"Home",0.6,"Low Risk"
26,1,"Engineering","Undergraduate","Not Working",1.23,21,0,0,"None",77840,15516,"Current",7,2,4,168,"Dormitory",0.8,"Medium Risk"
19,2,"Medicine","Undergraduate","Not Working",2.15,15,1,0,"None",NA,16542,"Delayed",7,3,NA,800,"Dormitory",0.7,"Low Risk"
22,2,"Business","Undergraduate","Not Working",1.94,18,0,0,"None",35538,9323,"Current",4,2,2,147,"Apartment",0.3,"Low Risk"
21,4,"Liberal Arts","Graduate","Not Working",2.04,10,1,0,"None",74069,9223,"Current",10,1,7,21,"Home",0.8,"Low Risk"
19,1,"Liberal Arts","Graduate","Not Working",3.55,9,0,0,"None",20192,9519,NA,0,2,9,33,"Home",1.3,"Low Risk"
23,3,"Engineering","Undergraduate","Not Working",1.62,15,4,3,"None",NA,11600,NA,2,2,4,48,"Apartment",1.3,"High Risk"
18,3,"Engineering","Graduate","Not Working",2.92,8,0,0,"None",29124,12492,NA,0,3,NA,31,"Home",1.2,"Low Risk"
20,5,"Medicine","Undergraduate","Working",2.54,11,4,0,"None",NA,11860,NA,14,0,4,40,"Home",1.6,"Medium Risk"
22,2,"Science","Undergraduate","Not Working",1.23,13,1,0,"None",58848,16857,"Delayed",12,0,5,12,"Home",0.5,"Medium Risk"
23,2,"Business","Undergraduate","Not Working",3.87,20,0,0,"None",156037,10512,"Current",0,4,10,15,"Home",0.6,"Low Risk"
22,1,"Engineering","Undergraduate",NA,1.49,13,1,1,"None",NA,10770,NA,16,0,5,10,"Home",0.5,"High Risk"
22,4,"Liberal Arts","Undergraduate","Working",2.5,12,0,0,"None",NA,11998,NA,12,1,5,102,"Dormitory",0.9,"Low Risk"
25,3,"Business","Undergraduate","Not Working",1.64,16,0,0,"None",65866,14000,"Current",13,1,2,61,"Home",2.4,"Medium Risk"
23,1,"Medicine","Undergraduate","Not Working",3.34,17,0,0,"None",36983,15805,"Delayed",3,4,9,183,"Apartment",0.6,"Low Risk"
23,3,"Engineering","Graduate","Not Working",1.42,8,0,1,"None",12094,12200,"Current",16,2,5,159,"Dormitory",1.3,"Medium Risk"
20,3,"Science","Undergraduate","Working",1.61,15,2,3,"None",NA,9515,NA,15,0,6,6,"Home",0.5,"Medium Risk"
25,4,"Engineering","Undergraduate",NA,3.09,10,1,0,"None",52288,10565,"Current",14,1,5,81,"Home",3.2,"Medium Risk"
20,1,"Liberal Arts","Undergraduate","Not Working",1.17,16,1,0,"None",218239,8072,"Current",7,3,3,221,"Apartment",0.7,"Medium Risk"
18,4,"Medicine","Undergraduate","Not Working",2.75,12,0,0,"None",45725,14529,"Current",1,3,3,318,"Dormitory",0.8,"Low Risk"
23,2,"Liberal Arts","Undergraduate","Not Working",1.92,14,0,0,"None",51379,12520,NA,5,3,5,47,"Home",1.9,"Low Risk"
18,2,"Medicine","Graduate","Not Working",3.05,12,1,0,"Partial",21400,15594,"Delayed",4,1,7,382,"Dormitory",0.2,"Low Risk"
21,4,"Business","Undergraduate","Not Working",3.31,20,0,0,"None",14468,9527,"Delayed",2,3,8,99,"Home",4,"Low Risk"
27,3,"Engineering","Undergraduate","Working",2.07,9,0,0,"None",NA,11796,NA,11,0,4,289,"Apartment",0.9,"Medium Risk"
24,4,"Engineering","Graduate","Working",1.67,10,0,1,"None",39024,14577,"Current",15,0,5,37,"Home",1.5,"Medium Risk"
21,1,"Liberal Arts","Graduate","Not Working",1.08,10,0,2,"None",25847,8761,NA,12,0,2,153,"Dormitory",0.3,"High Risk"
22,1,"Science","Undergraduate","Not Working",2.07,16,2,1,"None",NA,13542,NA,12,1,4,66,"Home",2.6,"Medium Risk"
20,2,"Engineering","Graduate","Not Working",2.19,6,1,0,"None",58187,8849,NA,8,2,6,64,"Home",2.6,"Medium Risk"
18,2,"Medicine","Graduate","Working",3.79,14,0,0,"None",NA,18410,NA,7,1,7,234,"Apartment",1.3,"Low Risk"
22,2,"Business","Undergraduate","Not Working",1.32,17,2,0,"None",NA,8848,"Current",11,3,NA,121,"Apartment",1.2,"Medium Risk"
23,3,"Liberal Arts","Undergraduate","Working",1.58,10,3,1,"None",31852,12889,"Delayed",18,0,2,200,"Dormitory",0.4,"Medium Risk"
21,3,"Business","Undergraduate","Not Working",1.02,15,2,1,"None",38728,14216,NA,8,5,0,15,"Home",0.6,"Medium Risk"
19,3,"Science","Undergraduate","Working",0.44,12,4,1,"None",19129,8614,NA,22,1,3,74,"Apartment",0.9,"High Risk"
20,5,"Engineering","Undergraduate","Not Working",3.08,18,0,0,"Partial",30072,12234,"Current",0,3,8,800,"Apartment",0.3,"Low Risk"
21,3,"Business","Undergraduate","Working",1.66,10,1,0,"None",22474,9830,"Delayed",12,2,3,128,"Dormitory",0.7,"Medium Risk"
26,2,"Engineering","Graduate","Not Working",2.26,9,0,0,"None",51062,11103,"Current",3,3,4,184,"Dormitory",0.7,"Medium Risk"
21,4,"Engineering","Undergraduate",NA,1.53,17,2,1,"None",12884,11314,NA,7,0,3,15,"Home",0.6,"High Risk"
20,2,"Engineering","Undergraduate","Not Working",2.38,14,0,0,"None",47345,12054,"Current",7,1,3,42,"Home",1.7,"Low Risk"
18,1,"Business","Undergraduate","Not Working",3.38,16,0,0,"None",NA,10493,NA,0,2,5,40,"Apartment",0.5,"Low Risk"
23,1,"Engineering","Undergraduate","Not Working",1.64,15,0,0,"None",51435,15330,"Current",8,2,5,8,"Home",0.5,"Low Risk"
21,1,"Science","Graduate","Not Working",2.61,8,0,0,"None",29844,14638,"Current",1,1,6,68,"Apartment",1,"Low Risk"
19,1,"Business","Undergraduate","Not Working",3.43,12,0,0,"None",NA,9224,NA,0,1,6,139,"Dormitory",0.3,"Low Risk"
23,1,"Business","Graduate","Not Working",2.12,10,1,1,"None",NA,8511,NA,4,3,5,261,"Dormitory",1.3,"Medium Risk"
22,4,"Business","Graduate","Not Working",2.41,9,0,0,"Partial",19536,13259,"Current",2,3,6,274,"Dormitory",0.3,"Low Risk"
21,2,"Engineering","Undergraduate","Not Working",3.62,13,0,0,"None",64576,13246,"Current",0,2,8,5,"Home",0.5,"Low Risk"
22,4,"Business","Undergraduate","Working",2.17,14,5,2,"Partial",NA,11763,NA,16,1,4,63,"Home",2.5,"Medium Risk"
21,1,"Liberal Arts","Undergraduate","Working",1.73,15,2,1,"None",64996,8770,"Current",17,0,NA,39,"Home",1.6,"Medium Risk"
23,1,"Engineering","Undergraduate","Not Working",3.43,14,1,0,"None",322641,16516,"Current",0,5,9,8,"Home",0.5,"Low Risk"
24,4,"Science","Undergraduate","Working",1.38,13,3,0,"None",134005,11393,"Current",13,0,4,26,"Home",1,"Medium Risk"
21,1,"Business","Undergraduate","Not Working",3.34,20,0,0,"None",75352,9135,"Current",2,3,9,5,"Home",0.5,"Low Risk"
20,2,"Liberal Arts","Undergraduate","Not Working",1.67,13,3,2,"None",23047,12758,"Delayed",6,3,4,140,"Dormitory",0.3,"Medium Risk"
20,1,"Business","Graduate","Not Working",2.94,6,0,1,"None",NA,10999,NA,7,1,4,41,"Home",1.6,"Medium Risk"
18,2,"Engineering","Undergraduate","Not Working",3.02,12,0,0,"None",85149,12449,"Current",5,3,6,5,"Home",0.5,"Low Risk"
23,3,"Engineering","Undergraduate","Not Working",1.87,21,0,1,"None",143599,12116,"Current",10,1,4,721,"Dormitory",1.1,"Medium Risk"
23,2,"Business","Graduate","Not Working",2.73,8,0,0,"None",27228,11306,"Delayed",6,3,7,33,"Home",1.3,"Low Risk"
25,6,"Engineering","Undergraduate","Not Working",2.73,12,0,0,"None",9583,12285,"Overdue",6,1,NA,27,"Home",1.1,"Low Risk"
19,4,"Engineering","Graduate","Not Working",2.04,7,0,0,"None",55974,13248,"Current",12,1,9,68,"Home",2.7,"Medium Risk"
24,2,"Business","Graduate",NA,1.51,7,1,2,"None",NA,7911,NA,13,0,2,111,"Dormitory",0.9,"High Risk"
18,3,"Science","Undergraduate","Working",1.77,12,3,0,"None",33953,12637,"Current",17,0,9,220,"Apartment",0.4,"Medium Risk"
23,1,"Engineering","Graduate","Not Working",3.38,9,0,0,"Partial",34462,9078,NA,0,3,5,63,"Apartment",0.8,"Low Risk"
26,5,"Liberal Arts","Graduate","Not Working",1.8,8,0,1,"None",5810,10608,NA,8,3,4,48,"Home",1.9,"High Risk"
21,3,"Medicine","Graduate",NA,1.34,7,2,2,"None",NA,15681,"Current",8,1,2,384,"Dormitory",1.2,"Medium Risk"
24,2,"Engineering","Undergraduate",NA,1.65,20,0,1,"None",126832,14273,"Current",4,4,4,12,"Home",0.5,"Low Risk"
21,3,"Liberal Arts","Graduate","Not Working",2.05,6,1,0,"None",53585,9899,"Current",9,2,6,43,"Home",1.7,"Medium Risk"
19,1,"Engineering","Graduate","Not Working",2.29,10,0,0,"None",13237,11647,"Delayed",6,2,5,363,"Dormitory",0.3,"Medium Risk"
19,2,"Science","Undergraduate","Not Working",2.28,12,0,0,"Partial",32010,15391,"Current",10,3,8,8,"Home",0.5,"Medium Risk"
19,3,"Engineering","Undergraduate","Not Working",2.45,18,0,0,"None",75449,13839,"Current",3,2,8,60,"Apartment",1.1,"Low Risk"
24,4,"Medicine","Undergraduate","Not Working",3.29,14,0,0,"None",72969,16073,"Current",5,2,5,584,"Dormitory",0.6,"Low Risk"
19,4,"Business","Graduate","Not Working",1.54,8,1,1,"None",17174,12412,NA,3,3,2,23,"Home",0.9,"High Risk"
20,1,"Business","Undergraduate","Not Working",2.97,19,0,0,"None",92497,10217,"Current",2,4,7,9,"Home",0.5,"Low Risk"
22,1,"Business","Undergraduate",NA,2.71,16,0,1,"Partial",60489,9752,"Current",0,3,6,309,"Apartment",1.4,"Low Risk"
24,4,"Engineering","Graduate","Not Working",2.38,10,1,0,"None",42042,12232,"Delayed",5,2,5,51,"Home",2,"Medium Risk"
21,3,"Engineering","Graduate","Not Working",2.32,7,0,0,"None",NA,12602,NA,7,3,6,297,"Dormitory",0.8,"Low Risk"
22,6,"Business","Undergraduate","Not Working",2.64,14,1,0,"None",NA,7428,NA,0,3,5,138,"Dormitory",1.5,"Low Risk"
19,3,"Engineering","Undergraduate","Not Working",4,16,0,0,"None",54909,15604,"Current",0,3,10,54,"Apartment",0.3,"Low Risk"
23,4,"Engineering","Undergraduate","Not Working",2.7,18,0,0,"Partial",30071,14071,NA,5,1,8,47,"Home",1.9,"Low Risk"
25,2,"Liberal Arts","Undergraduate","Not Working",1.48,16,3,3,"None",NA,9708,"Delayed",2,2,NA,34,"Apartment",0.6,"Medium Risk"
25,2,"Liberal Arts","Undergraduate","Not Working",3.3,20,0,0,"None",NA,10154,"Delayed",0,1,4,31,"Apartment",0.2,"Low Risk"
18,2,"Science","Undergraduate","Not Working",2.2,17,1,0,"None",NA,14241,NA,5,1,6,74,"Home",3,"Medium Risk"
22,3,"Engineering","Undergraduate","Not Working",2.55,16,0,0,"None",39169,14144,"Current",0,5,9,14,"Home",0.6,"Low Risk"
19,4,"Engineering","Graduate",NA,1.74,7,2,1,"None",222212,9969,"Current",8,3,6,800,"Apartment",1,"Medium Risk"
18,1,"Medicine","Undergraduate","Not Working",3.71,12,0,0,"None",75358,14106,"Current",0,5,NA,117,"Dormitory",1.2,"Low Risk"
22,3,"Science","Graduate","Working",2.78,9,1,1,"None",NA,12401,NA,14,0,7,800,"Apartment",0.9,"Low Risk"
21,5,"Liberal Arts","Undergraduate","Not Working",2.87,14,0,0,"None",23770,9072,NA,2,4,5,32,"Apartment",0.3,"Low Risk"
21,2,"Business","Undergraduate","Working",2.4,10,1,0,"None",119781,11845,"Current",12,1,6,800,"Apartment",0.9,"Medium Risk"
23,3,"Medicine","Graduate","Not Working",2.73,11,0,0,"None",178466,14287,"Current",3,2,5,131,"Apartment",0.8,"Low Risk"
24,1,"Engineering","Undergraduate","Not Working",3.29,18,0,0,"None",41632,10235,"Current",5,4,NA,5,"Home",0.5,"Low Risk"
19,6,"Engineering","Undergraduate","Not Working",2.01,18,1,0,"None",14252,12460,NA,7,3,NA,800,"Dormitory",0.6,"Medium Risk"
23,2,"Science","Undergraduate","Not Working",1.36,18,1,0,"None",37187,7584,"Current",10,3,3,131,"Dormitory",0.2,"Medium Risk"
18,2,"Business","Undergraduate","Working",4,12,0,0,"Partial",39223,12639,"Current",9,2,7,54,"Home",2.2,"Low Risk"
20,4,"Science","Undergraduate",NA,3.09,18,0,0,"Partial",25226,15948,"Delayed",0,3,9,17,"Home",0.7,"Low Risk"
20,5,"Liberal Arts","Graduate","Not Working",1.49,8,0,1,"None",31219,7529,"Delayed",7,2,2,287,"Dormitory",0.6,"High Risk"
20,5,"Liberal Arts","Graduate","Not Working",2.79,7,0,0,"None",17062,12040,"Delayed",0,2,NA,114,"Dormitory",0.3,"Low Risk"
22,4,"Engineering","Undergraduate","Not Working",2.54,13,2,0,"None",33352,11713,"Delayed",5,3,5,450,"Dormitory",0.5,"Low Risk"
18,2,"Engineering","Undergraduate","Not Working",1.33,17,0,0,"Full",35621,10403,"Current",8,2,NA,12,"Home",0.5,"Medium Risk"
18,2,"Business","Undergraduate","Not Working",1.83,19,1,0,"None",33643,8285,NA,11,1,5,30,"Home",1.2,"Low Risk"
23,3,"Medicine","Undergraduate","Not Working",3.84,14,0,0,"None",71244,18838,"Current",0,2,6,183,"Apartment",1.2,"Low Risk"
20,4,"Engineering","Undergraduate","Not Working",3.96,15,0,0,"None",106938,10392,"Current",2,3,7,46,"Home",1.8,"Low Risk"
18,1,"Engineering","Undergraduate","Not Working",2.12,18,2,2,"None",12575,14227,"Overdue",6,4,5,25,"Home",1,"Medium Risk"
20,6,"Science","Graduate","Working",0.1,14,3,1,"None",66145,11341,"Current",22,0,1,428,"Dormitory",1.3,"High Risk"
22,5,"Liberal Arts","Graduate","Not Working",3.01,7,0,0,"None",NA,6866,NA,3,2,NA,64,"Home",2.6,"Low Risk"
22,3,"Liberal Arts","Undergraduate","Not Working",3.59,12,0,0,"None",37605,14188,"Current",0,3,9,64,"Apartment",0.3,"Low Risk"
22,2,"Medicine","Graduate","Not Working",2.15,10,0,0,"None",59664,18744,"Current",3,4,6,154,"Dormitory",0.5,"Low Risk"
24,2,"Medicine","Undergraduate","Not Working",2.51,16,0,0,"None",39466,16358,"Delayed",0,4,3,113,"Dormitory",1.4,"Low Risk"
19,4,"Liberal Arts","Undergraduate","Working",2.69,12,0,0,"Partial",7724,8655,NA,10,1,NA,5,"Home",0.5,"Medium Risk"
18,3,"Engineering","Graduate","Not Working",3.25,7,0,1,"None",75104,12369,"Current",0,3,6,90,"Apartment",0.9,"Low Risk"
18,1,"Engineering","Undergraduate","Not Working",1.4,12,1,1,"None",8315,12283,NA,8,3,4,123,"Dormitory",0.5,"Medium Risk"
22,5,"Liberal Arts","Undergraduate","Not Working",1.02,13,1,0,"None",89754,12442,"Current",14,1,2,44,"Home",1.8,"High Risk"
20,2,"Engineering","Undergraduate","Not Working",2.54,15,1,0,"None",19992,14284,"Delayed",0,3,6,11,"Home",0.5,"Low Risk"
18,2,"Engineering","Graduate","Not Working",2.45,10,0,0,"None",4496,11725,"Delayed",0,4,6,771,"Dormitory",1.2,"Low Risk"
18,3,"Engineering","Graduate","Not Working",1.31,9,0,0,"None",29342,10728,"Current",5,1,3,24,"Home",1,"Medium Risk"
22,2,"Business","Undergraduate","Working",4,14,0,0,"Partial",34132,9890,"Current",5,1,10,5,"Home",0.5,"Low Risk"
21,3,"Engineering","Undergraduate",NA,1.77,16,2,0,"None",NA,10403,NA,9,2,5,173,"Dormitory",0.5,"Medium Risk"
18,5,"Science","Undergraduate","Not Working",3.62,18,0,0,"Partial",NA,10281,NA,0,4,10,178,"Apartment",0.7,"Low Risk"
19,1,"Liberal Arts","Undergraduate","Working",1.93,13,1,0,"None",NA,12593,NA,14,0,NA,11,"Home",0.5,"Medium Risk"
20,1,"Liberal Arts","Undergraduate","Not Working",2.64,19,0,0,"None",20065,10736,"Delayed",5,1,6,17,"Home",0.7,"Low Risk"
19,1,"Science","Undergraduate","Not Working",2.65,15,0,0,"None",28072,14398,"Current",0,4,9,7,"Home",0.5,"Low Risk"
23,2,"Business","Graduate","Not Working",2.65,11,1,0,"None",14312,13947,NA,7,3,6,27,"Home",1.1,"Low Risk"
20,2,"Business","Graduate","Not Working",2.34,9,0,0,"None",91400,9980,"Current",0,3,6,186,"Dormitory",1,"Low Risk"
18,2,"Business","Undergraduate","Not Working",2.1,18,1,0,"None",11923,11724,NA,4,3,5,37,"Apartment",0.6,"Low Risk"
22,2,"Business","Undergraduate","Not Working",2.96,19,0,0,"None",NA,8657,NA,0,4,7,21,"Home",0.8,"Low Risk"
24,5,"Engineering","Undergraduate","Not Working",2.44,21,0,1,"None",27661,11169,NA,3,4,5,8,"Home",0.5,"Low Risk"
18,1,"Liberal Arts","Graduate","Not Working",1.76,7,0,0,"None",211048,9758,"Current",11,3,4,397,"Apartment",0.9,"Medium Risk"
20,1,"Business","Undergraduate","Not Working",1.26,17,2,1,"None",114306,11394,"Current",11,2,3,160,"Dormitory",0.4,"Medium Risk"
18,4,"Liberal Arts","Undergraduate","Not Working",2.32,16,0,1,"None",12795,8802,NA,8,3,8,217,"Dormitory",1.3,"Medium Risk"
23,3,"Business","Graduate","Not Working",1.9,11,1,0,"None",NA,9372,"Delayed",14,1,5,93,"Home",3.7,"Medium Risk"
