"student.id","school.type","gender","location","ach","learn.style","study.hr","extra.act","extra.act.hr","self.esteem","social.skill","satisfac","sch.belong_ordinal","sch.absent","par.involv_ordinal","motiv_ordinal","acad.goal","time.manage1","time.manage2","acad.axiety1","acad.axiety2","acad.axiety3","acad.axiety4","acad.axiety5","teach.sup1","teach.sup2","teach.sup3","teach.sup4","teach.sup5","lrn.environ1","lrn.environ2","lrn.environ3","lrn.environ4","lrn.environ5"
93,"Public","ชาย","ภาคเหนือ",50.37566650331874,"เรียนผ่านการอ่าน-เขียน",7.4,"ชมรมวิชาการ",1,3.6,7.1,2,"3",8,"2","1","เพื่อศึกษาต่อในต่างประเทศ",18.4,16,"3","3","3","3","2","3","3","2","3","3","3","2","3","1","3"
94,"Private","หญิง","ภาคกลาง",57.518491371478476,"เรียนผ่านการลงมือทำ",7.4,"ชมรมวิชาการ",1.4,8.9,12.5,3,"1",8,"3","4","เพื่อศึกษาต่อในประเทศ",10.3,12.5,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
95,"Private","ชาย","ภาคเหนือ",64.18778601620397,"เรียนผ่านการลงมือทำ",9.6,"กีฬา",1,4,13,4,"4",5,"5","4","เพื่อศึกษาต่อในประเทศ",8.9,15.3,"3","3","3","3","3","2","3","3","1","2","3","3","3","3","2"
96,"Private","หญิง","ภาคเหนือ",47.81715873812125,"เรียนผ่านการลงมือทำ",5.2,"กีฬา",1.9,12.8,8.9,4,"3",9,"2","1","เพื่อศึกษาต่อในต่างประเทศ",8,4.6,"3","3","3","2","3","3","3","3","3","3","3","2","3","3","2"
97,"Public","หญิง","ภาคเหนือ",35.73773078014532,"เรียนผ่านการฟัง",5.2,"ศิลปะ",1.9,0.6,6.7,2,"3",10,"3","1","ยังไม่มีเป้าหมายชัดเจน",7.8,4.3,"3","1","3","3","2","3","3","3","2","3","3","3","2","3","2"
98,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",60.494279948679406,"เรียนผ่านการอ่าน-เขียน",4.7,"ชมรมวิชาการ",1.2,11,11.6,5,"5",6,"3","5","เพื่อศึกษาต่อในประเทศ",11.5,11.7,"4","4","3","3","3","3","3","3","3","3","5","4","5","3","5"
99,"Public","หญิง","ภาคใต้",40.75212256040856,"เรียนผ่านการอ่าน-เขียน",10.1,"กีฬา",2.4,0.7,7.9,2,"1",14,"3","3","เพื่อศึกษาต่อในประเทศ",10.2,2.9,"1","2","2","3","2","3","3","3","3","3","1","2","2","1","3"
100,"Public","ชาย","ภาคเหนือ",54.75545000467051,"เรียนผ่านการลงมือทำ",12.9,"ชมรมวิชาการ",0.1,6.7,9.9,1,"1",14,"3","1","เพื่อศึกษาต่อในประเทศ",9.5,4.5,"2","3","3","2","3","3","3","3","3","3","2","1","3","1","3"
101,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",32.19268560448856,"เรียนผ่านการอ่าน-เขียน",1,"ชมรมวิชาการ",3.2,2.4,6.1,3,"2",15,"1","1","เพื่อสำเร็จการศึกษาขั้นพื้นฐาน",10.3,0.5,"3","3","3","3","3","2","3","3","3","3","3","2","2","3","3"
102,"Public","ชาย","ภาคเหนือ",47.451307404600264,"เรียนผ่านการลงมือทำ",8.9,"กีฬา",3,0.8,10.5,2,"1",11,"3","1","ยังไม่มีเป้าหมายชัดเจน",9.2,7.4,"3","3","3","3","3","2","1","3","3","3","3","3","3","3","3"
103,"Public","หญิง","ภาคตะวันออกเฉียงเหนือ",9.244251078826647,"เรียนผ่านการฟัง",1,"กีฬา",2.8,2.4,3,2,"1",24,"1","1","ยังไม่มีเป้าหมายชัดเจน",13.3,0,"3","2","3","3","2","3","3","3","3","3","1","3","2","2","3"
104,"Private","ชาย","ภาคใต้",40.63228545629011,"เรียนผ่านการลงมือทำ",3.3,"กีฬา",2.8,9.6,9.9,4,"3",12,"2","2","เพื่อศึกษาต่อในประเทศ",10.2,5.9,"3","3","4","3","3","3","2","2","3","3","3","3","3","3","3"
105,"Private","หญิง","ภาคกลาง",50.04281910469321,"เรียนผ่านการลงมือทำ",7.6,"ชมรมวิชาการ",2,9.1,8.3,4,"3",12,"3","5","เพื่อศึกษาต่อในประเทศ",14.2,9.6,"3","3","3","3","3","2","3","3","3","3","3","3","3","3","3"
106,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",34.906856459052044,"เรียนผ่านการลงมือทำ",8.1,"ชมรมวิชาการ",1.9,4.4,8.5,3,"2",15,"3","1","เพื่อศึกษาต่อในประเทศ",15.1,8.1,"3","3","3","3","3","3","3","2","3","3","3","3","3","3","3"
107,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",57.43216369018795,"เรียนผ่านการลงมือทำ",1.3,"ชมรมวิชาการ",2,5.6,10.4,4,"3",8,"3","3","เพื่อศึกษาต่อในประเทศ",8.2,6.5,"3","3","3","3","3","3","3","2","3","3","3","3","3","3","3"
108,"Public","ชาย","ภาคตะวันออกเฉียงเหนือ",38.20583832564892,"เรียนผ่านการลงมือทำ",7.4,"ชมรมวิชาการ",1.9,7.2,7,2,"2",8,"3","1","เพื่อศึกษาต่อในประเทศ",8.1,5.4,"3","1","3","2","3","3","1","3","3","3","3","2","2","1","2"
109,"Public","หญิง","ภาคกลาง",54.0329515949897,"เรียนผ่านการลงมือทำ",8.5,"ชมรมวิชาการ",1.8,5.7,9.9,2,"2",4,"5","3","เพื่อศึกษาต่อในประเทศ",9.7,12.2,"3","2","3","2","3","4","3","3","3","3","2","2","3","2","3"
110,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",60.02606924557584,"เรียนผ่านการอ่าน-เขียน",4.5,"ชมรมวิชาการ",2.4,9.2,13.1,3,"5",8,"5","5","เพื่อศึกษาต่อในประเทศ",9.4,10,"3","2","3","3","3","4","5","3","4","3","2","3","3","3","3"
111,"Public","หญิง","ภาคตะวันออกเฉียงเหนือ",31.429140698859346,"เรียนผ่านการฟัง",5.7,"ศิลปะ",2.1,10,5.3,2,"1",18,"1","1","เพื่อศึกษาต่อในต่างประเทศ",11.7,1.8,"3","3","3","3","3","2","3","3","2","3","3","3","3","3","3"
112,"Private","ชาย","ภาคเหนือ",62.73531249085171,"เรียนผ่านการอ่าน-เขียน",4.4,"ชมรมวิชาการ",3.4,6.6,8.6,5,"3",8,"2","1","เพื่อศึกษาต่อในต่างประเทศ",15.4,14.3,"3","5","4","4","5","3","3","3","2","3","4","5","3","4","4"
113,"Public","หญิง","ภาคเหนือ",12.325004608815515,"เรียนผ่านการลงมือทำ",3.1,"กีฬา",2.2,10.8,5.3,1,"1",15,"1","1","เพื่อศึกษาต่อในประเทศ",7.6,0.5,"1","1","2","3","1","3","3","3","2","3","2","1","1","1","2"
114,"Private","หญิง","ภาคเหนือ",36.33747064824372,"เรียนผ่านการลงมือทำ",3,"ชมรมวิชาการ",1.8,8.9,10.4,3,"3",12,"3","4","เพื่อศึกษาต่อในประเทศ",12.2,8.5,"3","3","2","3","3","3","4","3","3","3","3","3","3","3","3"
115,"Public","ชาย","ภาคตะวันออกเฉียงเหนือ",51.64768268579975,"เรียนผ่านการฟัง",7.7,"ศิลปะ",2.3,6.6,6.6,1,"3",8,"3","3","เพื่อศึกษาต่อในประเทศ",12.6,8.7,"3","1","2","2","2","1","3","3","3","3","1","2","1","2","1"
116,"Public","หญิง","ภาคใต้",23.15574437951867,"เรียนผ่านการลงมือทำ",2.8,"ชมรมวิชาการ",4.7,4.7,5.2,1,"1",16,"1","1","ยังไม่มีเป้าหมายชัดเจน",7.4,0.2,"1","1","1","1","2","3","3","3","3","2","1","2","2","1","3"
117,"Public","ชาย","ภาคตะวันออกเฉียงเหนือ",33.724832265682466,"เรียนผ่านการฟัง",7.7,"กีฬา",1.8,8,6.8,2,"1",21,"1","1","เพื่อศึกษาต่อในต่างประเทศ",15,0.6,"2","2","3","3","3","2","3","3","1","2","3","2","3","3","3"
118,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",27.373876926581325,"เรียนผ่านการอ่าน-เขียน",7.4,"กีฬา",2.5,3.4,5.1,4,"1",10,"1","1","เพื่อสำเร็จการศึกษาขั้นพื้นฐาน",5.6,0.3,"3","3","3","3","3","3","2","1","1","2","3","3","3","3","3"
119,"Public","ชาย","ภาคเหนือ",43.26256525836938,"เรียนผ่านการฟัง",8.6,"กีฬา",2.5,4.7,10.7,2,"3",9,"4","3","เพื่อศึกษาต่อในประเทศ",16.3,16,"2","2","2","2","2","3","3","3","3","3","2","3","3","1","3"
120,"Public","หญิง","ภาคกลาง",56.43493443071611,"เรียนผ่านการอ่าน-เขียน",11.5,"ชมรมวิชาการ",2.5,8.5,14.3,2,"3",6,"5","5","เพื่อศึกษาต่อในประเทศ",7.1,12.5,"1","1","2","2","3","3","3","3","4","3","1","3","3","3","2"
121,"Private","หญิง","ภาคเหนือ",34.65056879549903,"เรียนผ่านการลงมือทำ",6.9,"กีฬา",2,10.7,7.5,4,"3",9,"1","1","เพื่อศึกษาต่อในประเทศ",13.2,10.8,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
122,"Private","ชาย","ภาคใต้",54.35796656048414,"เรียนผ่านการลงมือทำ",5.6,"กีฬา",2.1,8.1,8.6,2,"3",5,"3","1","เพื่อศึกษาต่อในประเทศ",12.4,12.6,"2","3","1","2","2","3","3","3","4","3","3","2","2","1","1"
123,"Public","ชาย","ภาคใต้",44.101889017858866,"เรียนผ่านการฟัง",4.2,"กีฬา",2.3,11.7,9.6,3,"2",14,"3","3","เพื่อศึกษาต่อในประเทศ",5.4,0.2,"3","3","3","3","3","3","4","3","3","4","3","2","3","3","3"
124,"Private","ชาย","ภาคใต้",48.32782632413725,"เรียนผ่านการลงมือทำ",4.2,"ชมรมวิชาการ",1.8,5.8,12.5,4,"4",11,"4","3","เพื่อศึกษาต่อในประเทศ",10.5,11,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
125,"Public","หญิง","ภาคกลาง",50.08463273755704,"เรียนผ่านการอ่าน-เขียน",5.3,"ชมรมวิชาการ",2.8,9.5,9.4,3,"2",12,"3","1","เพื่อศึกษาต่อในประเทศ",10.6,7.4,"2","3","3","3","3","3","3","3","3","3","3","3","3","2","3"
126,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",45.770769188155676,"เรียนผ่านการลงมือทำ",2.7,"ชมรมวิชาการ",3,10,9.2,3,"2",11,"3","2","เพื่อศึกษาต่อในประเทศ",12.4,9.2,"3","3","3","3","2","3","4","3","2","3","3","3","3","3","3"
127,"Public","หญิง","ภาคตะวันออกเฉียงเหนือ",32.499114822507096,"เรียนผ่านการลงมือทำ",7.6,"กีฬา",2.2,0.6,8.9,2,"1",13,"3","1","ยังไม่มีเป้าหมายชัดเจน",7.2,3.3,"3","3","2","2","1","3","1","2","2","3","2","2","2","3","2"
128,"Private","หญิง","ภาคใต้",54.03245501170625,"เรียนผ่านการลงมือทำ",9.1,"กีฬา",0.3,8,12.5,4,"3",11,"5","5","เพื่อศึกษาต่อในประเทศ",7.5,8,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
129,"Private","ชาย","ภาคใต้",49.54472808173682,"เรียนผ่านการอ่าน-เขียน",4.5,"ชมรมวิชาการ",2.7,3.4,9.2,3,"3",7,"3","3","เพื่อศึกษาต่อในต่างประเทศ",8.9,9.4,"3","3","3","3","3","3","3","3","2","3","3","2","3","3","3"
130,"Private","หญิง","ภาคเหนือ",78.91591422106788,"เรียนผ่านการอ่าน-เขียน",7.4,"กีฬา",1.5,8.3,15.8,4,"4",6,"5","5","เพื่อศึกษาต่อในประเทศ",12.4,17,"4","3","3","3","4","3","3","3","3","3","4","3","3","3","3"
131,"Private","หญิง","ภาคใต้",67.81435190598617,"เรียนผ่านการลงมือทำ",4.2,"กีฬา",1.1,9.9,11.3,4,"4",6,"3","5","เพื่อศึกษาต่อในประเทศ",15.5,16,"3","3","3","3","3","3","3","5","5","3","3","3","3","3","3"
132,"Private","ชาย","ภาคกลาง",42.31897975400485,"เรียนผ่านการอ่าน-เขียน",3.7,"ศิลปะ",1.6,5.6,9.8,2,"5",7,"3","5","เพื่อศึกษาต่อในประเทศ",12.9,12.1,"3","3","3","3","3","3","2","3","3","3","3","2","3","3","3"
133,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",54.82530386806083,"เรียนผ่านการลงมือทำ",4.4,"กีฬา",2.3,5.8,10.9,4,"5",11,"3","3","เพื่อศึกษาต่อในประเทศ",10.1,8.6,"3","3","3","3","3","3","4","3","3","3","3","3","4","3","3"
134,"Public","หญิง","ภาคกลาง",47.537013918675775,"เรียนผ่านการลงมือทำ",8.2,"ชมรมวิชาการ",0.8,9.3,10.3,1,"3",3,"5","1","เพื่อศึกษาต่อในประเทศ",8.7,13.5,"1","1","2","2","2","3","3","3","3","3","3","1","1","2","2"
